question_id,question,options,rationale,correct,source,s3_output_context,s3_output_Q,s3_output_choices,s3_conditions,s4_prg_encode_context_0,s4_prg_encode_Q_0,s4_prg_encode_choices_0,s4_prg_encode_context_20,s4_prg_encode_Q_20,s4_prg_encode_choices_20,s4_prg_encode_context_40,s4_prg_encode_Q_40,s4_prg_encode_choices_40,s4_prg_encode_context_60,s4_prg_encode_Q_60,s4_prg_encode_choices_60,s4_prg_encode_context_80,s4_prg_encode_Q_80,s4_prg_encode_choices_80
71969,"A certain research group plans to create computer models of x% of a list of 10,000 bacterial species known to inhabit the human body. After a budget cut, the group finds it must reduce this selection by (x − 8)%. In terms of x, how many species of bacteria will the group be able to model?","['x*x – 5x', '(x)(105 – x)', '(x)*(108 - x)', '(100)(95 – x)', '(x-5)/100']","Initial: (x/100)*10000 = 100x (bacterial species)
After reduce BY (x - 8)%, the percentage of bacterial species = 1 - (x - 8)% = 1 - (x - 8)/100 = (108 - x)/100
Note: Difference betweenreduce to[means: the remain] andreduce by[means: the remain = 1 -reduce by]
So, the number of bacterial species after reducing: 100x*(108 - x)/100 = (x)*(108 - x)
Ans is C.",2,train.json,"Initial: (x/100)*10000 = 100x (bacterial species)
After reduce BY (x - 8)%, the percentage of bacterial species = 1 - (x - 8)% = 1 - (x - 8)/100 = (108 - x)/100
Note: Difference betweenreduce to[means: the remain] andreduce by[means: the remain = 1 -reduce by]
So, the number of bacterial species after reducing: 100x*(108 - x)/100 = (x)*(108 - x)
Ans is C.","A certain research group plans to create computer models of x% of a list of 10,000 bacterial species known to inhabit the human body. After a budget cut, the group finds it must reduce this selection by (x − 8)%. In terms of x, how many species of bacteria will the group be able to model?","['x*x – 5x', '(x)(105 – x)', '(x)*(108 - x)', '(100)(95 – x)', '(x-5)/100']",,,"A certain research group plans to create computer models of x% of a list of 10,000 bacterial species known to inhabit the human body. After a budget cut, the group finds it must reduce this selection by (x − 8)%. In terms of x, how many species of bacteria will the group be able to model?","['x*x – 5x', '(x)(105 – x)', '(x)*(108 - x)', '(100)(95 – x)', '(x-5)/100']",,"A <r007> research group plans to create <r008> models of <r025> of a list of 10,000 bacterial <r023> <r015> to inhabit the human body. After a budget cut, the group finds it must reduce this selection by (x − 8)%. In terms of x, how many <r023> of bacteria will the group be able to model?","['x*x – 5x', '(x)(105 – x)', '(x)*(108 - x)', '(100)(95 – x)', '(x-5)/100']",,"A <r007> research group plans to <r009> computer models of x% of a list of 10,000 <r004> species <r015> to <r014> the human <r005>. After a <r006> cut, the group finds it must <r020> this selection by (x − 8)%. In <r024> of x, how <r017> species of bacteria will the group be able to model?","['x*x – 5x', '(x)(105 – x)', '(x)*(108 - x)', '(100)(95 – x)', '(x-5)/100']",,"A certain <r021> <r012> plans to create <r008> <r018> of x% of a list of 10,000 <r004> species <r015> to <r014> the <r013> <r005>. After a <r006> <r010>, the <r012> finds it must <r020> this selection by (x − 8)%. In <r024> of x, how <r017> species of bacteria will the <r012> be <r002> to <r018>?","['x*x – 5x', '(x)(105 – x)', '(x)*(108 - x)', '(100)(95 – x)', '(x-5)/100']",,"A certain <r021> group <r019> to <r009> <r008> <r018> of <r025> of a <r016> of 10,000 <r004> species <r015> to <r014> the human <r005>. After a <r006> <r010>, the group finds it must <r020> this <r022> by (x − <r001>. In <r024> of x, how <r017> species of <r003> will the group be <r002> to <r018>?","['x*x – 5x', '(x)(105 – x)', '(x)*(108 - x)', '(100)(95 – x)', '(x-5)/100']"
13250,"In how many ways can 6 people, A, B, C, D, E, F be seated in a row such that C and D are not seated next to each other as well as A and B are not seated next to each other?","['384', '396', '576', '624', '696']","Total # of arrangements of 6 people in a row is 6!;
Now, let's find # of arrangements where C and D as well as A and B ARE seated next to each other. Consider them as a single unit: {AB}, {CD}, E, F. Now, these 4 units can be arranged in 4!, but we should multiply this number by 2*2 as A and B, as well as C and D within their unit can be arranged in two ways: {AB} or {BA}, and {CD} or {DC}. Hence total for this case is 4!*2*2;
So, {# of arrangements}={total}-{restriction}=6!-4!*2*2=624.
Answer: D.",3,train.json,"Total # of arrangements of 6 people in a row is 6!;
Now, let's find # of arrangements where C and D as well as A and B ARE seated next to each other. Consider them as a single unit: {AB}, {CD}, E, F. Now, these 4 units can be arranged in 4!, but we should multiply this number by 2*2 as A and B, as well as C and D within their unit can be arranged in two ways: {AB} or {BA}, and {CD} or {DC}. Hence total for this case is 4!*2*2;
So, {# of arrangements}={total}-{restriction}=6!-4!*2*2=624.
Answer: D.","In how many ways can 6 people, A, B, C, D, E, F be seated in a row such that C and D are not seated next to each other as well as A and B are not seated next to each other?","['384', '396', '576', '624', '696']",,,"In how many ways can 6 people, A, B, C, D, E, F be seated in a row such that C and D are not seated next to each other as well as A and B are not seated next to each other?","['384', '396', '576', '624', '696']",,"In how many ways can 6 <r005>, A, B, C, D, E, F be seated in a row such that C and D are not seated next to each other <r001> well <r001> A and B are not seated next to each other?","['384', '396', '576', '624', '696']",,"In how <r002> <r009> can 6 people, A, B, C, D, E, F be <r007> in a row such that C and D are not <r007> next to each other <r001> well <r001> A and B are not <r007> next to each other?","['384', '396', '576', '624', '696']",,"In how <r002> <r009> can 6 people, A, B, C, D, E, F be seated in a <r006> <r008> that C and D are not seated <r003> to each other as <r010> as A and B are not seated <r003> to each other?","['384', '396', '576', '624', '696']",,"In how <r002> <r009> can 6 <r005>, A, B, C, D, E, F be <r007> in a row <r008> that C and D are not <r007> <r003> to each other <r001> <r010> <r001> A and B are not <r007> <r003> to each other?","['384', '396', '576', '624', '696']"
3450,"If f(a)=3a+6, what is the value of (f(2a)+f(a)) ?","['2a-4', '8a-7', '9a+5', '8a+12', '3a+5']","f(a)=3a+6
f(2a)= 5a+6
(f(2a)+f(a)) = 5a+6+3a+6 = 8a+12
Answer is D",3,train.json,"f(a)=3a+6
f(2a)= 5a+6
(f(2a)+f(a)) = 5a+6+3a+6 = 8a+12
Answer is D","If f(a)=3a+6, what is the value of (f(2a)+f(a)) ?","['2a-4', '8a-7', '9a+5', '8a+12', '3a+5']",,,"If f(a)=3a+6, what is the value of (f(2a)+f(a)) ?","['2a-4', '8a-7', '9a+5', '8a+12', '3a+5']",,"If f(a)=3a+6, what is the value of (f(2a)+f(a)) ?","['2a-4', '8a-7', '9a+5', '8a+12', '3a+5']",,"If f(a)=3a+6, what is the value of (f(2a)+f(a)) ?","['2a-4', '8a-7', '9a+5', '8a+12', '3a+5']",,"If f(a)=3a+6, what is the <r001> of (f(2a)+f(a)) ?","['2a-4', '8a-7', '9a+5', '8a+12', '3a+5']",,"If f(a)=3a+6, what is the <r001> of (f(2a)+f(a)) ?","['2a-4', '8a-7', '9a+5', '8a+12', '3a+5']"
15858,"On Saturday morning, John will begin a camping vacation and he will return home at the end of the first day on which it rains. If on the first three days of the vacation the probability of rain on each day is 0.3, what is the probability that Malachi will return home at the end of the day on the following Monday?","['0.008', '0.125', '0.147', '0.512', '0.64']","Re-phrasing the question:
What is the probability of: Saturday: No rain, Sunday: No rain, Monday: Rain
Probability of rain = 0.3
Therefore, probability of no rain = 0.7
0.7*0.7*0.3 = 0.147
Hence C",2,train.json,"Re-phrasing the question:
What is the probability of: Saturday: No rain, Sunday: No rain, Monday: Rain
Probability of rain = 0.3
Therefore, probability of no rain = 0.7
0.7*0.7*0.3 = 0.147
Hence C","On Saturday morning, John will begin a camping vacation and he will return home at the end of the first day on which it rains. If on the first three days of the vacation the probability of rain on each day is 0.3, what is the probability that Malachi will return home at the end of the day on the following Monday?","['0.008', '0.125', '0.147', '0.512', '0.64']",,,"On Saturday morning, John will begin a camping vacation and he will return home at the end of the first day on which it rains. If on the first three days of the vacation the probability of rain on each day is 0.3, what is the probability that Malachi will return home at the end of the day on the following Monday?","['0.008', '0.125', '0.147', '0.512', '0.64']",,"On Saturday <r007>, John will begin a camping vacation and he will return <r006> at the end of the first day on which it rains. If on the first three days of the vacation the probability of rain on each day is 0.3, what is the probability that Malachi will return <r006> at the end of the day on the following Monday?","['0.008', '0.125', '0.147', '0.512', '0.64']",,"On Saturday morning, John will <r003> a <r004> vacation and he will <r010> home at the end of the first day on which it <r009>. If on the first three days of the vacation the probability of <r009> on each day is 0.3, what is the probability that Malachi will <r010> home at the end of the day on the following Monday?","['0.008', '0.125', '0.147', '0.512', '0.64']",,"On Saturday morning, <r001> will <r003> a <r004> vacation and he will return <r006> at the end of the first day on which it <r009>. If on the first three days of the vacation the probability of <r009> on each day is 0.3, what is the probability that <r002> will return <r006> at the end of the day on the following Monday?","['0.008', '0.125', '0.147', '0.512', '0.64']",,"On Saturday <r007>, <r001> will begin a camping <r011> and he will <r010> <r006> at the end of the first day on which it <r009>. If on the first three days of the <r011> the probability of <r009> on each day is 0.3, what is the probability that <r002> will <r010> <r006> at the end of the day on the <r005> Monday?","['0.008', '0.125', '0.147', '0.512', '0.64']"
56794,"In a can, there is a mixture of milk and water in the ratio 4 : 5. If it is filled with an additional 4 litres of milk the can would be full and ratio of milk and water would become 6 : 5. Find the capacity of the can?","['40', '44', '48', '22', 'None of these']","Let the capacity of the can be T litres.
Quantity of milk in the mixture before adding milk = 4/9 (T - 4)
After adding milk, quantity of milk in the mixture = 6/11 T.
6T/11 - 4 = 4/9(T - 4)
10T = 396 - 176 => T = 22.
ANSWER:D",3,train.json,"Let the capacity of the can be T litres.
Quantity of milk in the mixture before adding milk = 4/9 (T - 4)
After adding milk, quantity of milk in the mixture = 6/11 T.
6T/11 - 4 = 4/9(T - 4)
10T = 396 - 176 => T = 22.
ANSWER:D","In a can, there is a mixture of milk and water in the ratio 4 : 5. If it is filled with an additional 4 litres of milk the can would be full and ratio of milk and water would become 6 : 5. Find the capacity of the can?","['40', '44', '48', '22', 'None of these']",,,"In a can, there is a mixture of milk and water in the ratio 4 : 5. If it is filled with an additional 4 litres of milk the can would be full and ratio of milk and water would become 6 : 5. Find the capacity of the can?","['40', '44', '48', '22', 'None of these']",,"In a can, there is a <r010> of milk and water in the ratio 4 : 5. If it is filled with an additional 4 litres of milk the can would be <r007> and ratio of milk and water would become 6 : 5. Find the capacity of the can?","['40', '44', '48', '22', 'None of these']",,"In a can, there is a mixture of milk and <r012> in the ratio 4 : 5. If it is <r005> with an additional 4 <r008> of milk the can would be full and ratio of milk and <r012> would <r002> 6 : 5. <r006> the capacity of the can?","['40', '44', '48', '22', 'None of these']",,"In a <r003>, there is a mixture of <r009> and water in the <r011> 4 : 5. If it is filled with an additional 4 <r008> of <r009> the <r003> would be full and <r011> of <r009> and water would <r002> 6 : 5. <r006> the <r004> of the <r003>?","['40', '44', '48', '22', 'None of these']",,"In a <r003>, there <r001> a <r010> of <r009> and water in the <r011> 4 : 5. If it <r001> <r005> with an additional 4 <r008> of <r009> the <r003> would be <r007> and <r011> of <r009> and water would become 6 : 5. <r006> the <r004> of the <r003>?","['40', '44', '48', '22', 'None of these']"
14968,"In a company of 148 employees, 92 are females. A total of 78 employees have advanced degrees and the rest have a college degree only. If 31 employees are males with college degree only, how many employees are females with advanced degrees?","['50', '51', '52', '53', '54']","The number of males is 148-92=56.
The number of males with advanced degrees is 56-31=25.
The number of females with advanced degrees is 78-25=53.
The answer is D.",3,train.json,"The number of males is 148-92=56.
The number of males with advanced degrees is 56-31=25.
The number of females with advanced degrees is 78-25=53.
The answer is D.","In a company of 148 employees, 92 are females. A total of 78 employees have advanced degrees and the rest have a college degree only. If 31 employees are males with college degree only, how many employees are females with advanced degrees?","['50', '51', '52', '53', '54']",,,"In a company of 148 employees, 92 are females. A total of 78 employees have advanced degrees and the rest have a college degree only. If 31 employees are males with college degree only, how many employees are females with advanced degrees?","['50', '51', '52', '53', '54']",,"In a <r003> of 148 employees, 92 are females. A total of 78 employees have advanced degrees and the <r011> have a college degree only. If 31 employees are males with college degree only, how many employees are females with advanced degrees?","['50', '51', '52', '53', '54']",,"In a company of 148 employees, 92 are females. A <r012> of 78 employees have advanced <r004> and the rest have a <r002> <r004> <r010>. If 31 employees are males with <r002> <r004> <r010>, how <r009> employees are females with advanced <r004>?","['50', '51', '52', '53', '54']",,"In a <r003> of 148 employees, 92 are fe<r008>. A <r012> of 78 employees have <r001> degrees and the <r011> have a college degree <r010>. If 31 employees are <r008> with college degree <r010>, how <r009> employees are fe<r008> with <r001> degrees?","['50', '51', '52', '53', '54']",,"In a <r003> of 148 employees, 92 are <r006>. A total of 78 employees <r007> <r001> <r004> and the <r011> <r007> a <r002> <r004> <r010>. If 31 employees are <r008> with <r002> <r004> <r010>, how <r009> employees are <r006> with <r001> <r004>?","['50', '51', '52', '53', '54']"
96669,"P is five times as old as Q, and Q is six years older than R. If R is z years old, what is P’s age in terms of z?","['5z + 6', '5z − 30', '5z + 30', '(z + 6)/5', '(z − 6)/5']","P = 5Q
Q = R+6 = z+6
P = 5(z+6) = 5z + 30
The answer is C.",2,train.json,"P = 5Q
Q = R+6 = z+6
P = 5(z+6) = 5z + 30
The answer is C.","P is five times as old as Q, and Q is six years older than R. If R is z years old, what is P’s age in terms of z?","['5z + 6', '5z − 30', '5z + 30', '(z + 6)/5', '(z − 6)/5']",,,"P is five times as old as Q, and Q is six years older than R. If R is z years old, what is P’s age in terms of z?","['5z + 6', '5z − 30', '5z + 30', '(z + 6)/5', '(z − 6)/5']",,"P is five times as old as Q, and Q is six years older than R. If R is z years old, what is P’s age in <r005> of z?","['5z + 6', '5z − 30', '5z + 30', '(z + 6)/5', '(z − 6)/5']",,"P is five times <r003> old <r003> Q, and Q is six years older than R. If R is z years old, what is P’s age in <r005> of z?","['5z + 6', '5z − 30', '5z + 30', '(z + 6)/5', '(z − 6)/5']",,"P is five <r006> <r003> <r004> <r003> Q, and Q is six years <r004>er than R. If R is z years <r004>, what is P’s age in terms of z?","['5z + 6', '5z − 30', '5z + 30', '(z + 6)/5', '(z − 6)/5']",,"P is five <r006> as <r004> as Q, and Q is six years <r004>er than R. If R is z years <r004>, what is P’s <r002> in <r005> of z?","['5z + 6', '5z − 30', '5z + 30', '(z + 6)/5', '(z − 6)/5']"
36071,Diesel costs Rs.4per lit and petrol costs 5.63 per litre. If the price of diesel rise by 10% a month and the price of petrol is unchanged.How many months will it take until a litre of Diesel costs more than a litre of petrol.,"['9 months', '5 months', '6 months', '4 months', '2 months']","Explanation :
=>In the First Month the price of the diesel would be 4*110/100 = 4.4
=>In the Second Month the price of the diesel would be 4.4*110/100 = 4.84
=>In the Third Month the price of the diesel would be 4.84*110/100 = 5.324
=>In the fourth Month the price of the diesel would be 5.324*110/100 = 5.85 which is higher than the
price of the petrol!
Answer : D",3,train.json,"Explanation :
=>In the First Month the price of the diesel would be 4*110/100 = 4.4
=>In the Second Month the price of the diesel would be 4.4*110/100 = 4.84
=>In the Third Month the price of the diesel would be 4.84*110/100 = 5.324
=>In the fourth Month the price of the diesel would be 5.324*110/100 = 5.85 which is higher than the
price of the petrol!
Answer : D",Diesel costs Rs.4per lit and petrol costs 5.63 per litre. If the price of diesel rise by 10% a month and the price of petrol is unchanged.How many months will it take until a litre of Diesel costs more than a litre of petrol.,"['9 months', '5 months', '6 months', '4 months', '2 months']",,,Diesel costs Rs.4per lit and petrol costs 5.63 per litre. If the price of diesel rise by 10% a month and the price of petrol is unchanged.How many months will it take until a litre of Diesel costs more than a litre of petrol.,"['9 months', '5 months', '6 months', '4 months', '2 months']",,<r003> costs <r011> lit and petrol costs 5.63 per litre. If the price of <r003> rise by 10% a <r006> and the price of petrol is unchanged.How many <r006>s will it take until a litre of <r003> costs more than a litre of petrol.,"['9 months', '5 months', '6 months', '4 months', '2 months']",,<r003> <r002> Rs.4per <r004> and petrol <r002> 5.63 per <r004>re. If the price of <r003> <r010> by 10% a month and the price of petrol is unchanged.How many months will it take until a <r004>re of <r003> <r002> more than a <r004>re of petrol.,"['9 months', '5 months', '6 months', '4 months', '2 months']",,<r001> <r002> Rs.4per lit and <r008> <r002> 5.63 per <r005>. If the <r009> of diesel <r010> by 10% a <r006> and the <r009> of <r008> is unchanged.How many <r006>s will it take until a <r005> of <r001> <r002> <r007> than a <r005> of <r008>.,"['9 months', '5 months', '6 months', '4 months', '2 months']",,<r001> <r002> <r011> <r004> and <r008> <r002> 5.63 per <r004>re. If the <r009> of diesel rise by 10% a <r006> and the <r009> of <r008> is unchanged.How many <r006>s will it <r012> until a <r004>re of <r001> <r002> <r007> than a <r004>re of <r008>.,"['9 months', '5 months', '6 months', '4 months', '2 months']"
94035,"On the x-y coordinate plane there is a parabola, y=x(6-x). Which of the following points is in the region that is enclosed by this parabola and the x-axis?
I. (1, 6) II. (3, 11) III. (5, 4)","['I only', 'II only', 'III only', 'I and II', 'I, II, and III']","Since co-efficient of x^2 is negative, the parabola will be downward facing. So the parabola and the x axis will enclose some points where the y-values of the parabola are positive.
When x = 1, y = 5 lies on the parabola, so (1, 6) will not be enclosed by the parabola and x axis.
When x = 3, y = 9 lies on the parabola, so (3, 11) will not be enclosed by the parabola and x axis.
When x = 5, y = 5 lies on the parabola, so (5, 4) will be enclosed by the parabola and x axis.
The answer is C.",2,train.json,"Since co-efficient of x^2 is negative, the parabola will be downward facing. So the parabola and the x axis will enclose some points where the y-values of the parabola are positive.
When x = 1, y = 5 lies on the parabola, so (1, 6) will not be enclosed by the parabola and x axis.
When x = 3, y = 9 lies on the parabola, so (3, 11) will not be enclosed by the parabola and x axis.
When x = 5, y = 5 lies on the parabola, so (5, 4) will be enclosed by the parabola and x axis.
The answer is C.","On the x-y coordinate plane there is a parabola, y=x(6-x). Which of the following points is in the region that is enclosed by this parabola and the x-axis?
I. (1, 6) II. (3, 11) III. (5, 4)","['I only', 'II only', 'III only', 'I and II', 'I, II, and III']",,,"On the x-y coordinate plane there is a parabola, y=x(6-x). Which of the following points is in the region that is enclosed by this parabola and the x-axis?
I. (1, 6) II. (3, 11) III. (5, 4)","['I only', 'II only', 'III only', 'I and II', 'I, II, and III']",,"On the x-y <r004> plane there is a parabola, y=x(6-x). Which of the <r006> points is in the region that is enclosed by this parabola and the x-axis?
I. (1, 6) II. (3, 11) III. (5, 4)","['I only', 'II only', 'III only', 'I and II', 'I, II, and III']",,"On the x-y <r004> <r008> there <r003> a parabola, y=x(6-x). Which of the following points <r003> in the <r010> that <r003> enclosed by th<r003> parabola and the x-ax<r003>?
I. (1, 6) II. (3, 11) III. (5, 4)","['I only', 'II only', 'III only', 'I and II', 'I, II, and III']",,"On the x-y coordinate <r008> there <r003> a <r007>, y=x(6-x). Which of the <r006> points <r003> in the region that <r003> <r005> by th<r003> <r007> and the x-ax<r003>?
I. (1, 6) II. (3, 11) III. (5, 4)","['I only', 'II only', 'III only', 'I and II', 'I, II, and III']",,"On the x-y <r004> <r008> there <r003> a <r007>, y=x(6-x). Which of the following <r009> <r003> in the <r010> that <r003> <r005> by th<r003> <r007> and the x-ax<r003>?
I. (1, 6) II. (3, 11) III. (5, 4)","['I only', 'II only', 'III only', 'I and II', 'I, II, and III']"
78610,The sale price sarees listed for Rs.390 after successive discount is 15% and 25% is?,"['298', '237', '248', '876', '291']","390*(85/100)*(75/100)
= 248
Answer: C",2,train.json,"390*(85/100)*(75/100)
= 248
Answer: C",The sale price sarees listed for Rs.390 after successive discount is 15% and 25% is?,"['298', '237', '248', '876', '291']",,,The sale price sarees listed for Rs.390 after successive discount is 15% and 25% is?,"['298', '237', '248', '876', '291']",,The sale <r004> sarees listed for Rs.390 after successive discount is 15% and 25% is?,"['298', '237', '248', '876', '291']",,The <r005> price sarees <r003> for <r001> after successive discount is 15% and 25% is?,"['298', '237', '248', '876', '291']",,The <r005> price <r006> listed for <r001> after <r007> discount is 15% and 25% is?,"['298', '237', '248', '876', '291']",,The <r005> <r004> <r006> <r003> for <r001> after <r007> discount is 15% and 25% is?,"['298', '237', '248', '876', '291']"
40410,"A garrison of 150 men has provisions for 31 days. At the end of 16 days, a reinforcement arrives, and it is now found that the provisions will last only for 5 days more. What is the reinforcement?","['150', '450', '400', '600', '300']","150 ---- 31
150 ---- 15
x -----5
x*5 = 150*15
x = 450
150
-------
300
Answer: E",4,train.json,"150 ---- 31
150 ---- 15
x -----5
x*5 = 150*15
x = 450
150
-------
300
Answer: E","A garrison of 150 men has provisions for 31 days. At the end of 16 days, a reinforcement arrives, and it is now found that the provisions will last only for 5 days more. What is the reinforcement?","['150', '450', '400', '600', '300']",,,"A garrison of 150 men has provisions for 31 days. At the end of 16 days, a reinforcement arrives, and it is now found that the provisions will last only for 5 days more. What is the reinforcement?","['150', '450', '400', '600', '300']",,"A <r003> of 150 men has provisions for 31 days. At the end of 16 days, a reinforcement arrives, and it is now found that the provisions will last only for 5 days <r007>. What is the reinforcement?","['150', '450', '400', '600', '300']",,"A garrison of 150 <r006> has provisions for 31 days. At the end of 16 days, a reinforce<r006>t arrives, and it is <r008> <r002> that the provisions will last only for 5 days <r007>. What is the reinforce<r006>t?","['150', '450', '400', '600', '300']",,"A <r003> of 150 <r006> has provisions for 31 days. At the end of 16 days, a reinforce<r006>t <r001>, and it is <r008> <r002> that the provisions will last <r009> for 5 days <r007>. What is the reinforce<r006>t?","['150', '450', '400', '600', '300']",,"A <r003> of 150 <r006> <r004> <r010> for 31 days. At the end of 16 days, a reinforce<r006>t <r001>, and it is <r008> <r002> that the <r010> will last <r009> for 5 days <r007>. What is the reinforce<r006>t?","['150', '450', '400', '600', '300']"
